"age","sexe","nivetud","occup","qualif","freres.soeurs","clso","relig","trav.imp","trav.satisf","hard.rock","lecture.bd","peche.chasse","cuisine","bricol","cinema","sport","heures.tv","age_group"
69,"Homme","Techno/Pro long","Retraite","Profession intermediaire",5,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Oui","Oui","Non",2,"65+"
73,"Homme","2eme cycle","Retraite","Employe",5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
32,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",9,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Oui","Oui","Oui","Non","Non",2,"25-34"
38,"Femme","2eme cycle","Exerce une profession","Cadre",5,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",4,"35-49"
18,"Homme",NA,"Etudiant, eleve",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",3,"18-24"
43,"Femme","2eme cycle","Exerce une profession","Cadre",2,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",0.3,"35-49"
62,"Homme","Techno/Pro long","Retraite","Profession intermediaire",1,"Non","Rejet",NA,NA,"Non","Non","Oui","Non","Non","Non","Non",0,"50-64"
35,"Femme","1er cycle","Exerce une profession","Employe",5,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",0,"35-49"
28,"Homme","Techno/Pro long","Exerce une profession","Employe",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",1.7,"25-34"
51,"Homme","Techno/Pro long","Exerce une profession","Ouvrier qualifie",7,"Non","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",3,"50-64"
65,"Femme","2eme cycle","Au foyer",NA,3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",3,"65+"
47,"Femme","2eme cycle","Exerce une profession","Employe",11,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",2,"35-49"
66,"Femme","Primaires","Retraite","Employe",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",8,"65+"
48,"Homme","2eme cycle","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",1.4,"35-49"
27,"Femme","Supérieur & tech","Exerce une profession","Employe",3,"Non","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0.3,"25-34"
71,"Homme","< Etudes primaires","Retire des affaires",NA,3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",7,"65+"
38,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Oui","Rejet","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0.4,"35-49"
61,"Femme","Primaires","Retraite","Employe",2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"50-64"
39,"Femme","Supérieur & tech","Exerce une profession","Cadre",3,"Non","Rejet","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0.1,"35-49"
69,"Homme","< Etudes primaires","Retire des affaires",NA,14,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",2,"65+"
79,"Homme","Primaires","Retraite","Ouvrier qualifie",2,"Oui","Rejet",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",6,"65+"
57,"Homme","Primaires","Exerce une profession","Ouvrier specialise",2,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",3,"50-64"
64,"Femme","Supérieur & tech","Retraite","Cadre",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",0.7,"50-64"
59,"Homme","Techno/Pro court","Autre inactif","Ouvrier qualifie",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",6,"50-64"
47,"Femme","Supérieur & tech","Au foyer","Ouvrier qualifie",5,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",0,"35-49"
24,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",4,"18-24"
54,"Homme","Techno/Pro court","Exerce une profession",NA,6,"Oui","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",1,"50-64"
50,"Homme","< Etudes primaires","Exerce une profession","Ouvrier qualifie",18,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",6,"50-64"
32,"Femme","2eme cycle","Au foyer","Autre",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",4,"25-34"
60,"Femme","Techno/Pro court","Retraite","Cadre",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Non",1,"50-64"
57,"Femme","Techno/Pro court","Exerce une profession","Employe",0,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",1,"50-64"
50,"Femme","Primaires","Autre inactif","Employe",11,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",4,"50-64"
23,"Femme","2eme cycle","Chomeur","Employe",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",9,"18-24"
48,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",3,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",3,"35-49"
49,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",3,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Oui","Oui","Non","Non","Non",3,"35-49"
70,"Femme","1er cycle","Retire des affaires",NA,0,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
27,"Homme","Supérieur & tech","Chomeur","Cadre",0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",1,"25-34"
52,"Homme","2eme cycle","Exerce une profession","Ouvrier qualifie",8,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Non","Non",4,"50-64"
19,"Femme",NA,"Etudiant, eleve",NA,1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",2,"18-24"
54,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Oui",2,"50-64"
45,"Femme","Supérieur & tech","Chomeur","Cadre",2,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",0.6,"35-49"
64,"Homme","Techno/Pro court","Retraite","Cadre",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Oui","Non","Oui","Oui","Non",2,"50-64"
71,"Femme","Techno/Pro long","Autre inactif","Employe",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
34,"Femme","Techno/Pro long","Exerce une profession","Employe",7,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",2,"25-34"
38,"Homme","Supérieur & tech","Exerce une profession","Cadre",3,"Non","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Non",4,"35-49"
27,"Femme","Techno/Pro long","Exerce une profession","Employe",3,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",0,"25-34"
19,"Homme",NA,"Etudiant, eleve",NA,1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",1,"18-24"
22,"Femme","Techno/Pro long","Exerce une profession","Employe",1,"Non","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",3,"18-24"
66,"Homme","2eme cycle","Retraite","Profession intermediaire",6,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Non","Non","Non",2,"65+"
47,"Femme","Primaires","Exerce une profession","Ouvrier specialise",6,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",5,"35-49"
47,"Femme","2eme cycle","Chomeur","Employe",2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",1.1,"35-49"
48,"Homme","2eme cycle","Retraite","Employe",3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",1,"35-49"
63,"Femme","Primaires","Au foyer","Employe",7,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"50-64"
36,"Femme","Techno/Pro long","Exerce une profession","Employe",1,"Oui","NSP ou NVPR","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"35-49"
68,"Femme","Primaires","Retraite","Employe",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
36,"Femme","2eme cycle","Chomeur","Employe",0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",4,"35-49"
69,"Femme","Primaires","Autre inactif","Employe",4,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
18,"Homme",NA,"Etudiant, eleve",NA,2,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",2,"18-24"
29,"Femme","1er cycle","Chomeur","Employe",7,"Non","Rejet",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"25-34"
22,"Femme",NA,"Etudiant, eleve",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",0,"18-24"
74,"Femme","Primaires","Retraite","Employe",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Non","Non","Non",2,"65+"
32,"Femme","Techno/Pro court","Exerce une profession","Employe",1,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0,"25-34"
72,"Homme","< Etudes primaires","Retire des affaires",NA,0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
26,"Homme","2eme cycle","Exerce une profession","Ouvrier qualifie",2,"Oui","Pratiquant occasionnel","Le plus important","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",1,"25-34"
77,"Homme","Supérieur & tech","Retraite","Profession intermediaire",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",0,"65+"
51,"Femme","Primaires","Exerce une profession",NA,1,"Non","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
56,"Femme","1er cycle","Exerce une profession","Employe",5,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",2,"50-64"
52,"Femme","Techno/Pro court","Au foyer","Ouvrier qualifie",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
71,"Femme","N'a jamais fait d'etudes","Retraite","Ouvrier specialise",15,"Non","Rejet",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"65+"
78,"Femme","Primaires","Autre inactif",NA,3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"65+"
29,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",1,"Non","Ni croyance ni appartenance","Le plus important","Equilibre","Non","Non","Oui","Non","Oui","Non","Non",0,"25-34"
43,"Femme","Primaires","Exerce une profession","Employe",5,"Non","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",0.3,"35-49"
63,"Femme","Techno/Pro court","Retraite","Employe",5,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",2,"50-64"
20,"Femme","Techno/Pro court","Chomeur","Employe",2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",NA,"18-24"
43,"Femme","Supérieur & tech","Exerce une profession","Technicien",2,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0,"35-49"
41,"Femme","2eme cycle","Exerce une profession","Employe",1,"Oui","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",0,"35-49"
55,"Homme","Techno/Pro court","Retraite","Employe",2,"Non","Rejet",NA,NA,"Non","Non","Oui","Oui","Non","Non","Non",1.4,"50-64"
92,"Homme","N'a jamais fait d'etudes","Retraite","Ouvrier specialise",0,"Ne sait pas","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
78,"Femme","1er cycle","Retraite","Ouvrier qualifie",1,"Oui","Rejet",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",10,"65+"
31,"Femme","Techno/Pro court","Au foyer",NA,10,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"25-34"
49,"Femme","Techno/Pro court","Autre inactif","Employe",5,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"35-49"
30,"Femme","Techno/Pro long","Exerce une profession","Profession intermediaire",0,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",2,"25-34"
58,"Femme","< Etudes primaires","Au foyer","Ouvrier specialise",7,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
37,"Homme","Techno/Pro court","Exerce une profession","Autre",5,"Non","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Oui","Non","Non","Non","Non",2,"35-49"
66,"Homme","Supérieur & tech","Retraite","Cadre",2,"Non","Rejet",NA,NA,"Non","Non","Non","Non","Oui","Oui","Non",3,"65+"
28,"Femme",NA,"Etudiant, eleve","Autre",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2,"25-34"
53,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",0.1,"50-64"
70,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",3,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",0,"65+"
72,"Homme","Primaires","Retire des affaires",NA,5,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
72,"Homme","Techno/Pro court","Retraite","Profession intermediaire",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
69,"Femme","Primaires","Retraite","Employe",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
56,"Femme","Supérieur & tech","Retraite","Profession intermediaire",4,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",0,"50-64"
56,"Femme","2eme cycle","Au foyer","Profession intermediaire",2,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Non",3,"50-64"
40,"Femme","1er cycle","Exerce une profession","Employe",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",1,"35-49"
39,"Homme","Supérieur & tech","Exerce une profession","Cadre",4,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
35,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",3,"Oui","Ni croyance ni appartenance","Le plus important","Insatisfaction","Non","Non","Non","Oui","Oui","Non","Non",2,"35-49"
43,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Non","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",2,"35-49"
66,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",0,"65+"
19,"Femme",NA,"Etudiant, eleve",NA,3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",1,"18-24"
19,"Femme",NA,"Etudiant, eleve",NA,1,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",1.1,"18-24"
31,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Oui","Non","Oui","Oui","Oui",1,"25-34"
42,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",2,"35-49"
72,"Homme","Primaires","Retraite","Technicien",4,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
47,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Non","Oui","Oui","Oui",2,"35-49"
21,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Non","Rejet","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",2,"18-24"
43,"Femme","1er cycle","Chomeur","Employe",5,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
44,"Femme","Supérieur & tech","Exerce une profession","Employe",4,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",0,"35-49"
57,"Homme","Primaires","Autre inactif","Ouvrier qualifie",5,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"50-64"
83,"Femme","Primaires","Au foyer","Employe",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"65+"
47,"Femme","1er cycle","Chomeur","Employe",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Oui","Oui","Non","Non",3,"35-49"
