"short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed"
"O, Baumann","GK",82,82,1.6e+07,37000,31,1990-06-02,187,82,10029,"TSG Hoffenheim","German 1, Bundesliga",1,"GK",1,NA,2014-07-01,2023,21,"Germany",NA,NA,NA,"Right",1,1,2,"Medium/Medium","Normal (185+)","Yes",27200000,"Leadership, Saves with Feet",NA,NA,NA,NA,NA,NA,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,15,18,14,81,80,79,79,82,49
"Neto","GK",82,82,1.6e+07,115000,31,1989-07-19,190,84,241,"FC Barcelona","Spain Primera Division",1,"SUB",13,NA,2019-07-09,2023,54,"Brazil",NA,NA,NA,"Right",2,1,2,"Medium/Medium","Lean (185+)","Yes",32800000,NA,NA,NA,NA,NA,NA,NA,11,15,14,36,12,19,12,13,41,24,56,52,59,78,49,59,83,41,63,20,40,15,11,42,22,64,17,14,15,83,79,78,79,81,54
"Isco","CAM, CM, LW",82,82,3e+07,175000,29,1992-04-21,176,79,243,"Real Madrid CF","Spain Primera Division",1,"SUB",22,NA,2013-07-03,2022,45,"Spain",NA,NA,NA,"Right",3,4,3,"Medium/Low","Normal (170-185)","Yes",61500000,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",66,75,80,88,59,59,78,76,55,81,67,91,88,76,80,90,70,62,81,75,90,69,60,59,59,78,58,61,77,81,74,83,58,64,51,10,8,12,15,6,NA
"W, Zaha","CF, LM, ST",82,82,3.1e+07,85000,28,1992-11-10,180,66,1799,"Crystal Palace","English Premier League",1,"RW",11,NA,2015-02-02,2023,108,"Côte d'Ivoire",NA,NA,NA,"Right",3,5,2,"High/Medium","Unique","Yes",58900000,"Flair, Technical Dribbler (AI)",89,77,73,87,34,75,76,78,47,76,67,91,64,51,65,86,88,90,87,76,79,82,58,75,77,72,72,32,76,76,72,80,30,34,32,15,10,15,11,10,NA
"L, Muriel","ST",82,82,3e+07,70000,30,1991-04-16,179,79,39,"Atalanta","Italian Serie A",1,"SUB",9,NA,2019-07-01,2024,56,"Colombia",NA,NA,NA,"Right",4,4,2,"High/Medium","Normal (170-185)","Yes",5.1e+07,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",89,83,74,86,27,67,71,84,69,80,78,88,79,78,55,83,87,90,85,84,88,81,60,73,72,84,50,16,83,78,89,82,26,24,22,8,10,10,14,6,NA
"A, Lopes","GK",82,83,2.3e+07,60000,30,1990-10-01,184,81,66,"Olympique Lyonnais","French Ligue 1",1,"GK",1,NA,2011-07-01,2023,38,"Portugal",1354,"SUB",12,"Left",2,1,2,"Medium/Medium","Normal (170-185)","Yes",45400000,"Team Player, Comes For Crosses",NA,NA,NA,NA,NA,NA,19,18,16,32,13,15,15,14,31,21,63,64,67,82,62,53,82,36,73,18,45,25,9,48,16,65,13,15,13,84,78,70,80,86,63
"Campaña","CM, LM, RM",82,82,30500000,43000,28,1993-05-31,179,70,1853,"Levante Unión Deportiva","Spain Primera Division",1,"LCM",24,NA,2016-08-11,2023,45,"Spain",NA,NA,NA,"Right",3,4,1,"Medium/Medium","Lean (170-185)","Yes",64100000,"Finesse Shot, Playmaker (AI), Outside Foot Shot",68,74,83,82,71,72,81,73,65,84,66,83,85,78,82,85,70,66,74,80,80,76,61,82,71,76,63,71,76,86,69,83,72,75,62,8,11,6,7,10,NA
"Gabriel Paulista","CB",82,82,2.5e+07,44000,30,1990-11-26,185,72,461,"Valencia CF","Spain Primera Division",1,"RCB",5,NA,2017-08-18,2024,54,"Brazil",NA,NA,NA,"Right",2,2,2,"Low/High","Lean (185+)","Yes",52500000,"Dives Into Tackles (AI)",67,49,71,65,84,83,67,42,81,80,48,60,57,46,74,69,68,67,66,81,63,61,83,81,82,50,87,87,51,65,51,69,83,83,82,15,6,15,15,7,NA
"J, Veretout","CDM, CM",82,83,29500000,66000,28,1993-03-01,177,67,52,"Roma","Italian Serie A",1,"LDM",17,NA,2019-07-20,2024,18,"France",1335,"SUB",17,"Right",3,3,2,"Medium/Medium","Normal (170-185)","Yes",52400000,"Long Shot Taker (AI), Playmaker (AI)",77,75,77,79,77,81,69,69,59,85,72,76,69,71,80,82,84,72,76,79,81,83,74,85,79,80,84,77,69,74,85,82,79,81,77,9,10,11,8,9,NA
"Suso","RW",82,82,32500000,42000,27,1993-11-19,176,70,481,"Sevilla FC","Spain Primera Division",1,"RW",7,NA,2020-07-21,2025,45,"Spain",NA,NA,NA,"Left",3,4,2,"High/Low","Normal (170-185)","No",68300000,"Early Crosser, Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",76,76,82,85,32,55,84,72,50,84,72,87,87,81,75,88,78,75,80,78,82,78,50,72,54,87,38,20,75,83,72,77,48,23,18,15,15,9,8,9,NA
"T, Hazard","LM, CF",82,82,30500000,75000,28,1993-03-29,175,71,22,"Borussia Dortmund","German 1, Bundesliga",1,"SUB",10,NA,2019-07-01,2024,7,"Belgium",1325,"LM",16,"Right",4,4,2,"High/High","Lean (170-185)","Yes",51900000,"Flair, Technical Dribbler (AI)",80,76,80,85,52,66,81,74,39,82,77,86,82,81,72,84,84,76,91,81,88,77,60,78,65,76,57,63,80,82,79,78,56,46,48,6,9,7,7,8,NA
"Juan Bernat","LB",82,82,27500000,90000,28,1993-03-01,170,67,73,"Paris Saint-Germain","French Ligue 1",1,"LB",14,NA,2018-08-31,2025,45,"Spain",NA,NA,NA,"Left",3,4,2,"High/Medium","Normal (170-)","Yes",50900000,"Speed Dribbler (AI)",82,65,78,82,76,68,83,65,56,81,61,82,78,51,73,82,82,82,86,81,88,67,75,79,58,62,75,79,78,77,53,78,75,81,78,8,9,12,11,16,NA
"Portu","RW, RM, LW",82,82,3e+07,51000,29,1992-05-21,167,66,457,"Real Sociedad","Spain Primera Division",1,"SUB",7,NA,2019-07-07,2024,45,"Spain",NA,NA,NA,"Right",4,3,1,"High/High","Normal (170-)","Yes",6.3e+07,"Finesse Shot, Speed Dribbler (AI)",90,78,77,79,59,79,78,81,77,77,74,78,80,64,76,80,89,90,83,81,82,82,75,88,74,74,82,55,83,79,53,77,55,61,59,14,10,15,15,13,NA
"H, Çalhanoğlu","CAM, LM",82,83,3.5e+07,115000,27,1994-02-08,178,76,44,"Inter","Italian Serie A",1,"LCM",20,NA,2021-07-01,2024,48,"Turkey",NA,NA,NA,"Right",4,4,3,"Medium/Medium","Normal (170-185)","Yes",62100000,"Flair, Long Passer (AI), Long Shot Taker (AI), Outside Foot Shot",67,78,84,85,59,57,81,75,53,85,74,86,85,85,83,88,72,62,83,78,77,80,45,75,49,84,57,62,77,86,78,78,62,56,56,9,14,11,6,10,NA
"E, Can","CM, CB, CDM",82,83,3.5e+07,72000,27,1994-01-12,186,86,22,"Borussia Dortmund","German 1, Bundesliga",1,"SUB",23,NA,2020-02-18,2024,21,"Germany",NA,NA,NA,"Right",4,3,3,"Medium/High","Stocky (185+)","Yes",62100000,"Dives Into Tackles (AI), Leadership, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",78,78,78,80,84,87,69,76,82,83,71,82,77,64,83,79,67,87,72,81,75,85,87,88,86,81,88,84,76,79,60,79,81,87,86,14,8,8,13,11,NA
"Saúl","CM, LM",82,85,39500000,68000,26,1994-11-21,184,75,5,"Chelsea","English Premier League",1,"SUB",17,"Atlético de Madrid",NA,2022,45,"Spain",NA,NA,NA,"Left",4,3,3,"Medium/Medium","Lean (170-185)","Yes",NA,"Finesse Shot, Long Shot Taker (AI)",71,78,78,79,78,79,69,76,83,84,76,80,73,60,82,82,69,72,73,80,68,82,80,86,77,80,76,79,80,81,68,81,77,78,77,7,13,12,10,9,NA
"M, de Roon","CDM, CM",82,82,25500000,59000,30,1991-03-29,185,76,39,"Atalanta","Italian Serie A",1,"RCM",15,NA,2017-08-11,2024,34,"Netherlands",105035,"SUB",15,"Right",3,3,3,"Medium/High","Normal (185+)","Yes",43400000,"Solid Player",66,68,71,73,82,83,68,60,75,78,64,71,61,48,75,76,64,68,61,82,73,76,80,92,77,77,85,84,67,69,80,81,82,84,81,14,15,7,12,12,NA
"Y, Bounou","GK",82,82,20500000,29000,30,1991-04-05,192,78,481,"Sevilla FC","Spain Primera Division",1,"GK",13,NA,2020-09-04,2024,129,"Morocco",NA,NA,NA,"Left",2,1,1,"Medium/Medium","Lean (185+)","Yes",43100000,"GK Long Throw, Comes For Crosses, Saves with Feet",NA,NA,NA,NA,NA,NA,15,14,14,39,13,20,12,19,44,12,37,34,47,80,29,57,48,43,69,19,25,12,10,60,24,57,20,18,15,82,79,76,81,84,36
"Grimaldo","LB, LM, LWB",82,85,3.7e+07,18000,25,1995-09-20,171,69,234,"SL Benfica","Portuguese Liga ZON SAGRES",1,"LWB",3,NA,2016-01-04,2023,45,"Spain",NA,NA,NA,"Left",2,3,3,"High/Medium","Normal (170-185)","Yes",76800000,"Injury Prone, Long Passer (AI), Speed Dribbler (AI)",87,65,81,83,74,71,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,71,76,74,7,13,10,7,13,NA
"A, Romagnoli","CB",82,83,31500000,49000,26,1995-01-12,185,75,47,"AC Milan","Italian Serie A",1,"SUB",13,NA,2015-08-11,2022,27,"Italy",NA,NA,NA,"Left",3,2,2,"Medium/Medium","Unique","Yes",55900000,"Leadership",68,40,56,68,85,78,36,30,78,75,28,65,36,24,70,75,66,69,55,80,53,64,79,70,79,46,84,86,31,45,34,76,87,86,82,9,14,12,8,9,NA
"D, Berardi","RW, RM",82,82,33500000,51000,26,1994-08-01,183,72,111974,"U,S, Sassuolo Calcio","Italian Serie A",1,"RM",25,NA,2012-07-01,2024,27,"Italy",1343,"SUB",11,"Left",3,4,2,"Medium/Medium","Lean (170-185)","No",5.7e+07,"Flair, Long Shot Taker (AI), Team Player, Technical Dribbler (AI)",79,80,81,85,36,69,77,80,62,85,78,83,78,75,79,88,81,77,90,77,82,83,65,70,63,80,85,26,79,81,76,78,42,30,30,5,6,5,5,6,NA
"N, Tagliafico","LB",82,82,27500000,24000,28,1992-08-31,172,65,245,"Ajax","Holland Eredivisie",1,"SUB",31,NA,2018-01-05,2023,52,"Argentina",1369,"SUB",3,"Left",2,3,3,"High/High","Normal (170-185)","Yes",38500000,"Solid Player, Dives Into Tackles (AI), Power Header, Team Player",80,55,73,76,81,81,76,55,82,77,44,73,66,40,75,77,79,81,77,81,81,65,90,89,75,46,84,80,69,69,46,77,81,80,80,13,9,10,15,16,NA
"P, Gollini","GK",82,87,3.5e+07,48000,26,1995-03-18,194,94,18,"Tottenham Hotspur","English Premier League",1,"SUB",22,"Atalanta",NA,2022,27,"Italy",NA,NA,NA,"Right",2,1,2,"Medium/Medium","Normal (185+)","No",NA,"Rushes Out Of Goal, Comes For Crosses",NA,NA,NA,NA,NA,NA,17,14,19,31,20,18,13,15,25,24,46,48,56,77,52,57,52,40,68,17,19,18,12,30,21,63,20,12,19,82,81,76,83,82,47
"N, Süle","CB, RB",82,87,40500000,78000,25,1995-09-03,195,99,21,"FC Bayern München","German 1, Bundesliga",1,"LCB",4,NA,2017-07-01,2022,21,"Germany",1337,"RCB",15,"Right",3,2,3,"Medium/Medium","Stocky (185+)","Yes",69900000,"Injury Prone",65,42,59,51,83,81,34,22,84,78,33,43,28,30,69,62,48,79,33,79,32,77,39,63,93,62,85,80,26,57,32,75,81,86,82,15,7,14,7,15,NA
"Alex Telles","LB",82,82,27500000,130000,28,1992-12-15,181,71,11,"Manchester United","English Premier League",1,"SUB",27,NA,2020-10-05,2024,54,"Brazil",NA,NA,NA,"Left",2,3,3,"High/Medium","Unique","Yes",50900000,"Solid Player, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Team Player",83,73,82,78,77,73,86,63,68,82,62,77,87,79,81,80,81,84,75,81,70,87,81,85,65,83,76,79,75,78,81,77,77,78,76,13,8,12,11,14,NA
"Anderson Talisca","CF, ST, CAM",82,83,35500000,61000,27,1994-02-01,190,80,112139,"Al Nassr","Saudi Abdul L, Jameel League",1,"CAM",94,NA,2021-06-26,2024,54,"Brazil",NA,NA,NA,"Left",4,4,2,"High/Low","Unique","No",6.3e+07,"Finesse Shot, Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",80,83,81,83,52,75,75,81,77,84,76,83,86,87,82,84,84,76,87,78,75,84,65,82,75,87,67,52,86,79,75,77,45,55,42,13,11,13,12,10,NA
"R, De Paul","CM, CF",82,83,3.5e+07,68000,27,1994-05-24,180,70,240,"Atlético de Madrid","Spain Primera Division",1,"SUB",5,NA,2021-07-12,2026,52,"Argentina",1369,"RCM",7,"Right",3,4,1,"High/Medium","Normal (170-185)","No",74400000,"Finesse Shot, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",78,76,80,82,71,79,69,76,50,85,70,81,84,73,81,85,81,76,78,81,79,80,67,86,81,78,69,74,78,80,65,80,68,79,69,13,12,10,7,14,NA
"Rafa","RM, LM",82,82,30500000,22000,28,1993-05-17,170,63,234,"SL Benfica","Portuguese Liga ZON SAGRES",1,"RM",27,NA,2016-08-31,2024,38,"Portugal",1354,"RW",15,"Right",3,4,2,"High/Medium","Lean (170-)","Yes",6.1e+07,"Speed Dribbler (AI), Outside Foot Shot",94,73,74,86,50,52,78,74,46,77,68,86,78,56,62,85,93,94,90,83,89,75,64,77,40,71,47,58,80,78,59,81,52,47,39,9,11,11,12,8,NA
"Diego Carlos","CB",82,84,30500000,37000,28,1993-03-15,185,86,481,"Sevilla FC","Spain Primera Division",1,"LCB",20,NA,2019-07-01,2024,54,"Brazil",NA,NA,NA,"Right",4,3,2,"Medium/High","Stocky (185+)","No",66300000,"Long Passer (AI)",76,47,63,68,81,83,35,32,79,76,34,65,47,71,74,71,77,75,68,84,53,73,82,73,87,57,85,82,52,63,41,75,83,79,81,7,10,14,7,11,NA
